股票代码,股票简称,一级行业,二级行业,三级行业,所属概念
002961.SZ,瑞达期货,金融服务,保险及其他,多元金融,新股与次新股;期货概念;非科创次新股;深股通
300309.SZ,吉艾科技,金融服务,保险及其他,多元金融,页岩气;油气装备;债转股;金融科技;股权转让
600053.SH,九鼎投资,金融服务,保险及其他,多元金融,跨境电商;PPP概念;鄱阳湖经济区;沪股通;创投;融资融券;转融券标的;标普道琼斯A股;参股新三板;富时罗素概念股;富时罗素概念;机构重仓
600093.SH,易见股份,金融服务,保险及其他,多元金融,早籼稻;成渝特区;晚籼稻;西气东输;电子商务;沪股通;区块链应用;股权转让;转融券标的;融资融券;区块链;地方国资改革;供应链金融;云南国资改革;标普道琼斯A股;数字乡村;富时罗素概念股;富时罗素概念
600120.SH,浙江东方,金融服务,保险及其他,多元金融,量子通信;外贸;参股保险;供应链金融;互联网期货;参股券商;融资融券;职业教育;转融券标的;金改;债转股;信托概念;创投;独角兽概念;沪股通;地方国资改革;期货概念;证金持股;标普道琼斯A股;浙江国资改革;富时罗素概念股;富时罗素概念;中芯国际概念
600318.SH,新力金融,金融服务,保险及其他,多元金融,保障房;新型城镇化;安徽城镇化;纳米;合肥迪士尼;债转股;融资租赁;新材料概念;融资融券;转融券标的;P2P概念;互联网金融;供销社;农村金融;水泥;互联网
600390.SH,五矿资本,金融服务,保险及其他,多元金融,参股保险;融资租赁;参股券商;创投;信托概念;央企国资改革;融资融券;期货概念;转融券标的;机构重仓
600517.SH,国网英大,金融服务,保险及其他,多元金融,仪电仪表;碳交易;碳税;新能源;融资融券;转融券标的;智能电网;特高压;节能环保;新基建;参股券商;央企国资改革;股权转让;信托概念;期货概念
600599.SH,*ST熊猫,金融服务,保险及其他,多元金融,春节概念;众筹概念;P2P概念;互联网金融;互联网;ST板块
600643.SH,爱建集团,金融服务,保险及其他,多元金融,浦东新区;融资融券;沪股通;转融券标的;上海金改;信托概念;互联网金融;上海自贸区;参股券商;标普道琼斯A股;EDA;富时罗素概念股;富时罗素概念
600695.SH,绿庭投资,金融服务,保险及其他,多元金融,国际板;参股券商;壳资源;创投;融资融券;转融券标的
600705.SH,中航资本,金融服务,保险及其他,多元金融,3D打印;上海自贸区;金控平台;参股券商;MSCI概念;融资融券;参股万达商业;沪股通;期货概念;融资租赁;军民融合;信托概念;军工;中航系;央企国资改革;黑龙江自贸区;中国电科系;标普道琼斯A股;富时罗素概念股;富时罗素概念
600783.SH,鲁信创投,金融服务,保险及其他,多元金融,军民融合;金属镁;OGS触控屏;参股新三板;融资融券;新兴板概念;转融券标的;创投;地方国资改革;国改双百行动;山东国资改革;机构重仓
600816.SH,*ST安信,金融服务,保险及其他,多元金融,融资租赁;参股保险;存准率扩围;信托概念;金改;证金持股;ST板块;标普道琼斯A股;富时罗素概念股
600830.SH,香溢融通,金融服务,保险及其他,多元金融,参股民营银行;融资租赁;民营金融;存准率扩围;融资融券;转融券标的;金改;翡翠;烟草
600901.SH,江苏租赁,金融服务,保险及其他,多元金融,融资融券;转融券标的;融资租赁;地方国资改革;江苏国资改革;标普道琼斯A股;富时罗素概念股
603093.SH,南华期货,金融服务,保险及其他,多元金融,新股与次新股;期货概念;非科创次新股
603300.SH,华铁应急,金融服务,保险及其他,多元金融,融资租赁;京津冀一体化;金改
000627.SZ,天茂集团,金融服务,保险及其他,保险Ⅲ,线型;融资融券;深股通;转融券标的;互联网保险;MSCI概念;标普道琼斯A股;富时罗素概念股;富时罗素概念
600291.SH,西水股份,金融服务,保险及其他,保险Ⅲ,MSCI预期;融资融券;转融券标的;标普道琼斯A股;富时罗素概念股
601318.SH,中国平安,金融服务,保险及其他,保险Ⅲ,上海金改;MSCI概念;央视财经50;融资融券;沪股通;转融券标的;互联网保险;中字头股票;征信;独角兽概念;标普道琼斯A股;富时罗素概念股;富时罗素概念
601319.SH,中国人保,金融服务,保险及其他,保险Ⅲ,沪股通;中字头股票;央企国资改革;融资融券;转融券标的;标普道琼斯A股;机构重仓
601336.SH,新华保险,金融服务,保险及其他,保险Ⅲ,MSCI概念;互联网保险;融资融券;沪股通;转融券标的;标普道琼斯A股;富时罗素概念股;富时罗素概念
601601.SH,中国太保,金融服务,保险及其他,保险Ⅲ,央视财经50;MSCI概念;融资融券;沪股通;转融券标的;中字头股票;标普道琼斯A股;富时罗素概念股;富时罗素概念
601628.SH,中国人寿,金融服务,保险及其他,保险Ⅲ,中字头股票;MSCI概念;融资融券;沪股通;转融券标的;联通混改;独角兽概念;央企国资改革;证金持股;标普道琼斯A股;富时罗素概念股;富时罗素概念
000868.SZ,ST安凯,交运设备,汽车整车,商用载客车,校车;汽车制造概念;融资租赁;新能源整车;新能源汽车;PPP概念;燃料电池;地方国资改革;ST板块;股权转让;无人驾驶;华为概念;安徽国资改革
000957.SZ,中通客车,交运设备,汽车整车,商用载客车,新能源物流车;汽车制造概念;校车;融资融券;转融券标的;新能源整车;新能源汽车;燃料电池
600066.SH,宇通客车,交运设备,汽车整车,商用载客车,新能源;MSCI概念;汽车制造概念;中原经济区;校车;LNG汽车;融资融券;沪股通;新能源整车;转融券标的;新能源汽车;河南自贸区;燃料电池;无人驾驶;标普道琼斯A股;富时罗素概念股;富时罗素概念
600213.SH,亚星客车,交运设备,汽车整车,商用载客车,汽车制造概念;校车;新能源整车;新能源汽车;燃料电池;地方国资改革;山东国资改革;融资融券;转融券标的
600303.SH,曙光股份,交运设备,汽车整车,商用载客车,中朝贸易区;锂电池;校车;汽车制造概念;融资租赁;新能源整车;新能源汽车;股权转让;燃料电池;融资融券;转融券标的
600686.SH,金龙汽车,交运设备,汽车整车,商用载客车,汽车制造概念;平潭免税区;校车;融资融券;转融券标的;国开行;无人驾驶;百度概念;新能源整车;燃料电池;地方国资改革;新能源汽车;口罩;室外经济
000550.SZ,江铃汽车,交运设备,汽车整车,商用载货车,鄱阳湖经济区;汽车制造概念;融资融券;深股通;转融券标的;证金持股;标普道琼斯A股;室外经济;富时罗素概念股;富时罗素概念;新能源汽车;机构重仓;半年报预增
000800.SZ,一汽解放,交运设备,汽车整车,商用载货车,央企控股;汽车制造概念;中朝贸易区;阅兵;共享汽车;融资融券;深股通;转融券标的;智能汽车;车联网;网约车;智能交通;新能源整车;新能源汽车;共享经济;华为概念;央企国资改革;标普道琼斯A股;富时罗素概念股;富时罗素概念
000951.SZ,中国重汽,交运设备,汽车整车,商用载货车,环渤海;汽车制造概念;中字头股票;深股通;一带一路;无人驾驶;融资融券;转融券标的;标普道琼斯A股;富时罗素概念股;富时罗素概念;机构重仓
600006.SH,东风汽车,交运设备,汽车整车,商用载货车,新能源物流车;网约车;汽车制造概念;融资融券;转融券标的;智能汽车;新能源汽车;无人驾驶;燃料电池;央企国资改革;华为概念;华为汽车;室外经济
600166.SH,福田汽车,交运设备,汽车整车,商用载货车,特朗普访华;LNG加气站;特斯拉;LNG汽车;大数据;汽车制造概念;APEC会议;融资融券;车联网;转融券标的;智能交通;智慧城市;工业互联网;无人驾驶;新能源整车;百度概念;新能源汽车;燃料电池;地方国资改革;北京国资改革;华为概念;氢能源;室外经济;富时罗素概念股;一元股
600375.SH,华菱星马,交运设备,汽车整车,商用载货车,安徽城镇化;安徽自贸区;汽车制造概念;军工;新能源汽车;垃圾分类;地方国资改革;融资融券;转融券标的;股权转让
600418.SH,江淮汽车,交运设备,汽车整车,商用载货车,汽车制造概念;融资融券;锂电池;转融券标的;无人驾驶;新能源整车;新能源汽车;工业互联网;地方国资改革;安徽国资改革;王亚伟持股;标普道琼斯A股;蔚来汽车概念;室外经济;富时罗素概念股
000572.SZ,ST海马,交运设备,汽车整车,乘用车,三沙;海南旅游岛;参股民营银行;共享汽车;汽车制造概念;车联网;东盟北部湾;智能汽车;无人驾驶;新能源整车;新能源汽车;ST板块;共享经济;互联网;充电桩;海南自贸区;一元股
000625.SZ,长安汽车,交运设备,汽车整车,乘用车,两江新区;人工智能;B转H;锂电池;汽车制造概念;新能源;重庆自贸区;足球概念;车联网;成渝特区;电动汽车;超级电容;融资融券;深股通;转融券标的;智能汽车;无人驾驶;新能源整车;新能源汽车;宁德时代概念;蔚来汽车概念;中兵系;共享经济;MSCI概念;标普道琼斯A股;富时罗素概念股;富时罗素概念
000927.SZ,*ST夏利,交运设备,汽车整车,乘用车,环渤海;滨海新区;汽车制造概念;央企控股;新能源汽车;ST板块;央企国资改革
000980.SZ,*ST众泰,交运设备,汽车整车,乘用车,汽车制造概念;网约车;新能源整车;新能源汽车;融资租赁;氢能源;汽车电子;标普道琼斯A股;富时罗素概念股;ST板块;一元股
002594.SZ,比亚迪,交运设备,汽车整车,乘用车,锌电池;锂矿;分布式发电;元器件;IGBT;三星;新能源;充电桩;汽车制造概念;MSCI概念;超级品牌;汽车电商;车联网;电动汽车;智能汽车;融资融券;盐湖提锂;深股通;转融券标的;锂电制造;锂电池;3D玻璃;大消费;无人驾驶;储能;新能源汽车;新能源整车;分拆上市意愿;口罩;互联网;标普道琼斯A股;芯片概念;富时罗素概念股;富时罗素概念;轨道交通
600104.SH,上汽集团,交运设备,汽车整车,乘用车,汽车制造概念;超级品牌;MSCI概念;汽车电商;新型城镇化;电动汽车;央视财经50;共享汽车;智能汽车;融资融券;参股万达商业;沪股通;电机电控;转融券标的;动力电池回收;贸易战受益股;宁德时代概念;大消费;新能源整车;新能源汽车;燃料电池;华为概念;足球概念;无人驾驶;地方国资改革;上海国资改革;共享经济;华为汽车;标普道琼斯A股;富时罗素概念股;富时罗素概念
600733.SH,北汽蓝谷,交运设备,汽车整车,乘用车,S股;北汽新能源;新能源整车;新能源汽车;华为概念;燃料电池;沪股通;融资融券;转融券标的;无人驾驶;华为汽车;MSCI概念;标普道琼斯A股;富时罗素概念;富时罗素概念股
601127.SH,小康股份,交运设备,汽车整车,乘用车,车联网;智能汽车;新能源整车;百度概念;阿里巴巴概念;无人驾驶;新能源汽车;华为概念;融资融券;转融券标的;华为汽车;标普道琼斯A股;室外经济;富时罗素概念股;机构重仓
601238.SH,广汽集团,交运设备,汽车整车,乘用车,参股新三板;二手车;汽车制造概念;车联网;智能汽车;融资融券;沪股通;转融券标的;蔚来汽车概念;新能源整车;新能源汽车;宁德时代概念;地方国资改革;标普道琼斯A股;石墨烯;富时罗素概念股;富时罗素概念;机构重仓;广东国资改革
601633.SH,长城汽车,交运设备,汽车整车,乘用车,汽车制造概念;雄安新区;融资融券;沪股通;转融券标的;贸易战受益股;无人驾驶;新能源整车;燃料电池;新能源汽车;证金持股;标普道琼斯A股;富时罗素概念股;富时罗素概念;机构重仓
601777.SH,力帆股份,交运设备,汽车整车,乘用车,共享汽车;金改;特斯拉;汽车制造概念;智能交通;融资融券;转融券标的;百度概念;无人驾驶;独角兽概念;锂电池;氢能源;燃料电池;新能源整车;新能源汽车;共享经济;分拆上市意愿;证金持股
000030.SZ,富奥股份,交运设备,汽车零部件,汽车零部件Ⅲ,汽车电子;融资融券;转融券标的;地方国资改革;吉林国资改革;机构重仓;标普道琼斯A股;新能源汽车;深股通;富时罗素概念股
000338.SZ,潍柴动力,交运设备,汽车零部件,汽车零部件Ⅲ,新型城镇化;柴油发电;LNG动力船;节能环保;高端装备;低碳;融资融券;深股通;转融券标的;新能源整车;新能源汽车;商誉减值;证金持股;燃料电池;MSCI概念;标普道琼斯A股;国六标准、国六排放、国六;富时罗素概念股;富时罗素概念
000559.SZ,万向钱潮,交运设备,汽车零部件,汽车零部件Ⅲ,特斯拉;工业4.0;锂电池;参股民营银行;国开行;融资融券;参股万达商业;深股通;电动汽车;电机电控;转融券标的;新能源汽车;北汽新能源;工业互联网;证金持股;标普道琼斯A股;富时罗素概念股;富时罗素概念
000581.SZ,威孚高科,交运设备,汽车零部件,汽车零部件Ⅲ,油品升级;节能减排;废气处理;尾气治理;PM2.5;融资融券;深股通;转融券标的;电机电控;节能环保;地方国资改革;江苏国资改革;新能源汽车;养老金持股;MSCI概念;标普道琼斯A股;国六标准、国六排放、国六;集成电路概念;燃料电池;富时罗素概念股;富时罗素概念
000622.SZ,恒立实业,交运设备,汽车零部件,汽车零部件Ⅲ,壳资源;股权转让;钴;小金属概念;新能源汽车
000678.SZ,襄阳轴承,交运设备,汽车零部件,汽车零部件Ⅲ,股权转让
000700.SZ,模塑科技,交运设备,汽车零部件,汽车零部件Ⅲ,融资融券;转融券标的;民营医院;无人驾驶;特斯拉;蔚来汽车概念;深股通
000760.SZ,*ST斯太,交运设备,汽车零部件,汽车零部件Ⅲ,锂电池;新能源;股权转让;人民币贬值受益;军工;ST板块
000887.SZ,中鼎股份,交运设备,汽车零部件,汽车零部件Ⅲ,汽车电子;军工;无人机;航天军工;电动汽车;智能汽车;融资融券;军用无人机;深股通;转融券标的;宁德时代概念;高铁;新能源汽车;特斯拉;蔚来汽车概念;充电桩;MSCI预期;医疗器械概念;互联网;标普道琼斯A股;燃料电池;富时罗素概念股;富时罗素概念
000903.SZ,云内动力,交运设备,汽车零部件,汽车零部件Ⅲ,农机;乡村振兴;地方国资改革;汽车电子;移动支付;云南国资改革;股权转让;新能源汽车;国六标准、国六排放、国六;深股通
000981.SZ,*ST银亿,交运设备,汽车零部件,汽车零部件Ⅲ,跨境电商;物联网;汽车制造概念;高端装备;小金属概念;ST板块;蔚来汽车概念;新能源汽车;一元股
001696.SZ,宗申动力,交运设备,汽车零部件,汽车零部件Ⅲ,两江新区;东盟自贸区;P2P概念;成渝特区;机器人概念;汽车电商;融资融券;军用无人机;军民融合;小额贷款;转融券标的;航空发动机;通用航空;无人机;军工;燃料电池;深股通;农机;标普道琼斯A股;乡村振兴;富时罗素概念股;富时罗素概念
002048.SZ,宁波华翔,交运设备,汽车零部件,汽车零部件Ⅲ,汽车电子;中德合作;融资融券;深股通;转融券标的;特斯拉;标普道琼斯A股;富时罗素概念股;富时罗素概念
002085.SZ,万丰奥威,交运设备,汽车零部件,汽车零部件Ⅲ,深股通;节能环保;新能源汽车;融资融券;转融券标的;汽车制造概念;北汽新能源;特斯拉;蔚来汽车概念;MSCI概念;标普道琼斯A股;富时罗素概念股;富时罗素概念;机构重仓
002101.SZ,广东鸿图,交运设备,汽车零部件,汽车零部件Ⅲ,特斯拉;创投;横琴新区;华为概念;5G;蔚来汽车概念;新能源汽车
002126.SZ,银轮股份,交运设备,汽车零部件,汽车零部件Ⅲ,小额贷款;废气处理;智能汽车;尾气治理;独角兽概念;新能源汽车;超级高铁;量子通信;透明工厂;特斯拉;养老金持股;标普道琼斯A股;宁德时代概念;国六标准、国六排放、国六;工业互联网;创投;深股通
002213.SZ,特尔佳,交运设备,汽车零部件,汽车零部件Ⅲ,集成电路概念;创投
002239.SZ,奥特佳,交运设备,汽车零部件,汽车零部件Ⅲ,涉矿;大上海;北汽新能源;锂电设备;锂电制造;新能源汽车;特斯拉;蔚来汽车概念;深股通
002265.SZ,西仪股份,交运设备,汽车零部件,汽车零部件Ⅲ,航天军工;军工;军工改制;中兵系
002283.SZ,天润工业,交运设备,汽车零部件,汽车零部件Ⅲ,机器人概念;工业4.0;汽车制造概念;高端装备;工业机器人
002284.SZ,亚太股份,交运设备,汽车零部件,汽车零部件Ⅲ,汽车电子;智能汽车;新能源汽车;无人驾驶;车联网;胎压监测;华为汽车
002328.SZ,新朋股份,交运设备,汽车零部件,汽车零部件Ⅲ,军工;创投;长三角一体化;特斯拉;芯片概念;集成电路概念;汽车电子
002355.SZ,兴民智通,交运设备,汽车零部件,汽车零部件Ⅲ,3D打印;参股新三板;参股民营银行;融资融券;大数据;转融券标的;新能源汽车;车联网;北汽新能源;无人驾驶;股权转让;工业大麻;5G
002363.SZ,隆基机械,交运设备,汽车零部件,汽车零部件Ⅲ,充电桩;工业4.0;军工;新能源汽车;特斯拉
002406.SZ,远东传动,交运设备,汽车零部件,汽车零部件Ⅲ,军民融合;工业4.0;军工;中原经济区;华为概念;新能源汽车
002434.SZ,万里扬,交运设备,汽车零部件,汽车零部件Ⅲ,小额贷款;汽车制造概念;深股通;新能源汽车;融资融券;转融券标的;标普道琼斯A股;富时罗素概念股;富时罗素概念
002448.SZ,中原内配,交运设备,汽车零部件,汽车零部件Ⅲ,中原经济区;智能汽车;无人驾驶;车联网;华为概念;工业4.0;国六标准、国六排放、国六;军工;富时罗素概念股
002454.SZ,松芝股份,交运设备,汽车零部件,汽车零部件Ⅲ,小额贷款;新能源汽车;宁德时代概念;冷链物流;轨道交通
002472.SZ,双环传动,交运设备,汽车零部件,汽车零部件Ⅲ,小额贷款;高端装备;机器人概念;高铁;独角兽概念;工业机器人;新能源汽车;宁德时代概念;创投;特斯拉;国六标准、国六排放、国六
002488.SZ,金固股份,交运设备,汽车零部件,汽车零部件Ⅲ,深股通;二手车;汽车关税下调;智能汽车;阿里巴巴概念;创投;节能环保;独角兽概念;氢能源;新零售;融资融券;分拆上市意愿;数字货币;区块链;转融券标的;标普道琼斯A股;富时罗素概念股;富时罗素概念
002510.SZ,天汽模,交运设备,汽车零部件,汽车零部件Ⅲ,滨海新区;京津冀一体化;锂电制造;特斯拉;军民融合;北汽新能源;新能源汽车;锂电池;军工;蔚来汽车概念
002536.SZ,飞龙股份,交运设备,汽车零部件,汽车零部件Ⅲ,燃料电池;特斯拉;人工智能;军工;新能源汽车;芯片概念;军用无人机;无人机;汽车电子
002553.SZ,南方轴承,交运设备,汽车零部件,汽车零部件Ⅲ,航空航天;电子商务;大飞机;新能源汽车
002590.SZ,万安科技,交运设备,汽车零部件,汽车零部件Ⅲ,车联网;汽车电子;无人驾驶;新能源汽车;独角兽概念;无线充电
002592.SZ,ST八菱,交运设备,汽车零部件,汽车零部件Ⅲ,文化传媒;燃料电池;工业大麻;ST板块
002625.SZ,光启技术,交运设备,汽车零部件,汽车零部件Ⅲ,超材料概念;小额贷款;新材料概念;深股通;军工;军民融合;雄安新区;标普道琼斯A股;富时罗素概念股;富时罗素概念
002662.SZ,京威股份,交运设备,汽车零部件,汽车零部件Ⅲ,锂电池;中德合作;新材料概念;融资融券;转融券标的;新能源整车;新能源汽车;蔚来汽车概念;特斯拉;标普道琼斯A股;富时罗素概念股
002664.SZ,长鹰信质,交运设备,汽车零部件,汽车零部件Ⅲ,汽车电子;电机电控;新能源汽车;宁德时代概念;军用无人机;特斯拉;股权转让;军工;无人机;富时罗素概念股
002703.SZ,浙江世宝,交运设备,汽车零部件,汽车零部件Ⅲ,汽车制造概念;深股通;无人驾驶;新能源汽车;标普道琼斯A股;富时罗素概念股
002708.SZ,光洋股份,交运设备,汽车零部件,汽车零部件Ⅲ,高端装备;新能源汽车;壳资源;创投;军工;股权转让;阅兵;蔚来汽车概念;半年报预增
002715.SZ,登云股份,交运设备,汽车零部件,汽车零部件Ⅲ,尾气治理;壳资源;创投
002725.SZ,跃岭股份,交运设备,汽车零部件,汽车零部件Ⅲ,汽车制造概念;芯片制造;光通信设备;芯片概念;独角兽概念;人民币贬值受益;5G
002813.SZ,路畅科技,交运设备,汽车零部件,汽车零部件Ⅲ,智能汽车;车联网;百度概念;无人驾驶;胎压监测
002863.SZ,今飞凯达,交运设备,汽车零部件,汽车零部件Ⅲ,新能源汽车
002865.SZ,钧达股份,交运设备,汽车零部件,汽车零部件Ⅲ,新能源汽车;海南自贸区
002906.SZ,华阳集团,交运设备,汽车零部件,汽车零部件Ⅲ,节能照明;智能汽车;百度概念;汽车电子;无人驾驶;宁德时代概念;横琴新区;创投;胎压监测;芯片概念
002921.SZ,联诚精密,交运设备,汽车零部件,汽车零部件Ⅲ,乡村振兴;农机
300100.SZ,双林股份,交运设备,汽车零部件,汽车零部件Ⅲ,油价下调;汽车电子;股权转让;独角兽概念;无人驾驶;特斯拉;口罩;新能源汽车
300176.SZ,派生科技,交运设备,汽车零部件,汽车零部件Ⅲ,供应链金融;小额贷款;特斯拉;宁德时代概念;垃圾分类;新能源汽车
300258.SZ,精锻科技,交运设备,汽车零部件,汽车零部件Ⅲ,汽车电子;特斯拉;新能源汽车
300304.SZ,云意电气,交运设备,汽车零部件,汽车零部件Ⅲ,节能电机;汽车电子;电机电控;创投;横琴新区;胎压监测;新能源汽车
300375.SZ,鹏翎股份,交运设备,汽车零部件,汽车零部件Ⅲ,氢能源;新能源汽车;阅兵;股权转让;国六标准、国六排放、国六
300428.SZ,四通新材,交运设备,汽车零部件,汽车零部件Ⅲ,新材料概念;汽车制造概念;军工;雄安新区;深股通
300432.SZ,富临精工,交运设备,汽车零部件,汽车零部件Ⅲ,正极材料;锂电池;华为汽车;华为概念;新能源汽车;送转填权
300473.SZ,德尔股份,交运设备,汽车零部件,汽车零部件Ⅲ,新能源汽车;汽车制造概念;汽车电子;燃料电池;商誉减值
300507.SZ,苏奥传感,交运设备,汽车零部件,汽车零部件Ⅲ,传感器;创业板重组松绑;胎压监测;国六标准、国六排放、国六;新能源汽车
300547.SZ,川环科技,交运设备,汽车零部件,汽车零部件Ⅲ,新能源汽车;军工;创业板重组松绑;国六标准、国六排放、国六
300580.SZ,贝斯特,交运设备,汽车零部件,汽车零部件Ⅲ,轨道交通;航空航天;工业4.0;机器人概念;工业机器人;燃料电池;新能源汽车;特斯拉;机构重仓
300585.SZ,奥联电子,交运设备,汽车零部件,汽车零部件Ⅲ,新能源汽车;汽车电子;创业板重组松绑;传感器;股权转让;国六标准、国六排放、国六
300611.SZ,美力科技,交运设备,汽车零部件,汽车零部件Ⅲ,汽车制造概念;创业板重组松绑
300643.SZ,万通智控,交运设备,汽车零部件,汽车零部件Ⅲ,人民币贬值受益;创业板重组松绑;胎压监测;国六标准、国六排放、国六;物联网
300652.SZ,雷迪克,交运设备,汽车零部件,汽车零部件Ⅲ,创业板重组松绑
300680.SZ,隆盛科技,交运设备,汽车零部件,汽车零部件Ⅲ,尾气治理;节能减排;新能源汽车;传感器;燃料电池;军工;创业板重组松绑;卫星导航;太空互联网;节能环保;国六标准、国六排放、国六;蔚来汽车概念;送转填权
300681.SZ,英搏尔,交运设备,汽车零部件,汽车零部件Ⅲ,北汽新能源;IGBT;横琴新区;创业板重组松绑;新能源汽车
300694.SZ,蠡湖股份,交运设备,汽车零部件,汽车零部件Ⅲ,燃料电池;人民币贬值受益;新能源汽车
300695.SZ,兆丰股份,交运设备,汽车零部件,汽车零部件Ⅲ,创投
300707.SZ,威唐工业,交运设备,汽车零部件,汽车零部件Ⅲ,特斯拉;创业板重组松绑
300733.SZ,西菱动力,交运设备,汽车零部件,汽车零部件Ⅲ,军工;创业板重组松绑
300742.SZ,越博动力,交运设备,汽车零部件,汽车零部件Ⅲ,雷达;电机电控;工业4.0;新能源汽车;无人驾驶;燃料电池;创业板重组松绑;华为概念
300745.SZ,欣锐科技,交运设备,汽车零部件,汽车零部件Ⅲ,新能源汽车;北汽新能源;燃料电池
600081.SH,东风科技,交运设备,汽车零部件,汽车零部件Ⅲ,纳米;汽车电子;电机电控;华为概念;融资融券;转融券标的;新能源汽车;华为汽车
600148.SH,长春一东,交运设备,汽车零部件,汽车零部件Ⅲ,振兴东北;航天军工;中朝贸易区;军工;军工改制;中兵系;央企国资改革
600151.SH,航天机电,交运设备,汽车零部件,汽车零部件Ⅲ,航空航天;航天军工;低碳;光热;月球车;军工改制;分布式发电;融资融券;航天系;转融券标的;太阳能;多晶硅;光伏概念;上海自贸区;军民融合
600178.SH,东安动力,交运设备,汽车零部件,汽车零部件Ⅲ,振兴东北;节能环保;北汽新能源;军工改制;中兵系;军工;黑龙江自贸区;国六标准、国六排放、国六
600480.SH,凌云股份,交运设备,汽车零部件,汽车零部件Ⅲ,地下管网;雄安地产;京津冀一体化;航天军工;高铁;西气东输;特斯拉;军工改制;中兵系;央企国资改革;融资融券;雄安新区;燃料电池;转融券标的;宁德时代概念
600523.SH,贵航股份,交运设备,汽车零部件,汽车零部件Ⅲ,高端装备;通用航空;私人飞机;军工;航天军工;融资融券;转融券标的;中航系;央企国资改革
600609.SH,金杯汽车,交运设备,汽车零部件,汽车零部件Ⅲ,汽车制造概念;振兴东北;融资融券;转融券标的;地方国资改革;辽宁国资改革
600660.SH,福耀玻璃,交运设备,汽车零部件,汽车零部件Ⅲ,央视财经50;MSCI概念;融资融券;特种玻璃;沪股通;转融券标的;特斯拉;玻璃;标普道琼斯A股;富时罗素概念股;富时罗素概念
600676.SH,交运股份,交运设备,汽车零部件,汽车零部件Ⅲ,公共交通;迪士尼;自由贸易港;融资融券;转融券标的;上海国资改革;地方国资改革;冷链物流;上海自贸区
600698.SH,ST天雁,交运设备,汽车零部件,汽车零部件Ⅲ,节能环保;高铁;军工;军工改制;中兵系;新基建;央企国资改革;ST板块;新能源汽车
600699.SH,均胜电子,交运设备,汽车零部件,汽车零部件Ⅲ,人脑工程;宝马概念;元器件;融资融券;沪股通;工业机器人;转融券标的;智能汽车;汽车电子;机器人概念;车联网;新能源汽车;无人驾驶;无线充电;商誉减值;充电桩;证金持股;互联网;特斯拉;MSCI概念;标普道琼斯A股;富时罗素概念股;富时罗素概念
600741.SH,华域汽车,交运设备,汽车零部件,汽车零部件Ⅲ,MSCI概念;迪士尼;融资融券;智能汽车;沪股通;转融券标的;新能源汽车;上海国资改革;特斯拉;证金持股;互联网;标普道琼斯A股;富时罗素概念股;富时罗素概念;机构重仓;参股券商
600742.SH,一汽富维,交运设备,汽车零部件,汽车零部件Ⅲ,央企控股;中朝贸易区;融资融券;沪股通;转融券标的;国改双百行动;地方国资改革;标普道琼斯A股;富时罗素概念股;富时罗素概念;吉林国资改革;振兴东北
600933.SH,爱柯迪,交运设备,汽车零部件,汽车零部件Ⅲ,工业4.0;沪股通;汽车制造概念;标普道琼斯A股;富时罗素概念股;富时罗素概念
600960.SH,渤海汽车,交运设备,汽车零部件,汽车零部件Ⅲ,小额贷款;新能源汽车;汽车制造概念;北汽新能源;北京国资改革;地方国资改革;国六标准、国六排放、国六
601311.SH,骆驼股份,交运设备,汽车零部件,汽车零部件Ⅲ,电动自行车;新能源;铅蓄电池;融资融券;沪股通;动力电池回收;正极材料;转融券标的;锂电制造;电机电控;锂电池;燃料电池;新能源汽车;创投;数字货币;标普道琼斯A股;富时罗素概念股;富时罗素概念
601689.SH,拓普集团,交运设备,汽车零部件,汽车零部件Ⅲ,电子商务;汽车制造概念;工业4.0;沪股通;新能源汽车;汽车电子;无人驾驶;特斯拉;融资融券;转融券标的;养老金持股;互联网;MSCI概念;标普道琼斯A股;富时罗素概念股;富时罗素概念;机构重仓
601717.SH,郑煤机,交运设备,汽车零部件,汽车零部件Ⅲ,中原经济区;汽车制造概念;高端装备;煤矿安全;融资融券;参股万达商业;沪股通;转融券标的;工业4.0;国改双百行动;河南自贸区;地方国资改革;河南国资改革;标普道琼斯A股;新能源汽车;富时罗素概念股;富时罗素概念
601799.SH,星宇股份,交运设备,汽车零部件,汽车零部件Ⅲ,物联网;宝马概念;车联网;沪股通;汽车电子;无人驾驶;融资融券;转融券标的;MSCI概念;标普道琼斯A股;富时罗素概念股;富时罗素概念
603006.SH,联明股份,交运设备,汽车零部件,汽车零部件Ⅲ,汽车制造概念;冷链物流;特斯拉
603009.SH,北特科技,交运设备,汽车零部件,汽车零部件Ⅲ,上海自贸区;参股新三板;汽车制造概念;新能源汽车
603013.SH,亚普股份,交运设备,汽车零部件,汽车零部件Ⅲ,燃料电池;央企国资改革;国投系;汽车制造概念;标普道琼斯A股
603023.SH,威帝股份,交运设备,汽车零部件,汽车零部件Ⅲ,汽车电子;车联网;黑龙江自贸区;胎压监测
603035.SH,常熟汽饰,交运设备,汽车零部件,汽车零部件Ⅲ,蔚来汽车概念;特斯拉
603037.SH,凯众股份,交运设备,汽车零部件,汽车零部件Ⅲ,新能源汽车
603040.SH,新坐标,交运设备,汽车零部件,汽车零部件Ⅲ,污水处理;机构重仓
603085.SH,天成自控,交运设备,汽车零部件,汽车零部件Ⅲ,工业4.0;航空航天;融资融券;转融券标的
